HTML・CSS,言語スキル,経験のあるマークアップ・スタイル言語を選択してください。,ENGINEER_SKILL_LEVEL,HTML,CSS,,,,,,,,
HTML・CSS,言語スキル,HTML・CSSを使って構築したことがあるサイトやシステムを選択してください。,-,業務システム（管理画面など）,SNS系（投稿、コメント、プロフィール機能など）,ECサイト（カート機能、商品一覧、決済ページなど）,メディアサイト（ニュース、ブログなど）,LP（ランディングページ、キャンペーンページ）,管理系ダッシュボード,企業コーポレートサイト,,,
HTML・CSS,言語スキル,デザインシステムの構築経験はありますか？,-,はい,いいえ,,,,,,,,
HTML・CSS,言語スキル,デザインシステムの構築経験について経験のあるものを選択してください。,-,部分的なガイドライン策定やCSS設計,チームでデザインシステムを作成し、コンポーネントライブラリを構築,自らリードしてデザインシステム全体の設計・運用,,,,,,,
HTML・CSS,CSSプリプロセッサ,経験のあるプリプロセッサを選択してください。,ENGINEER_SKILL_LEVEL,Sass,Less,,,,,,,,
HTML・CSS,CSSフレームワーク,経験のあるCSSフレームワークを選択してください。,ENGINEER_SKILL_LEVEL,Bootstrap,Tailwind CSS,Bulma,Foundation,Materialize,,,,,
HTML・CSS,CSS設計,経験のあるCSS設計手法を選択してください。,-,BEM,OOCSS,SMACSS,Atomic Design,,,,,,
HTML・CSS,CSS設計,CSSを役割ごとにレイヤーに分けて設計・管理した経験はありますか？,-,はい,いいえ,,,,,,,,
JavaScript,言語スキル,経験のある言語を選択してください。,ENGINEER_SKILL_LEVEL,JavaScript,TypeScript,,,,,,,,
JavaScript,DOM操作・イベント,JavaScriptを利用したDOM操作やイベントで経験のあるものを選択してください。,-,DOM取得・操作,属性・スタイル制御,イベントリスナ,イベントバブリング制御,イベントデリゲーション制御,,,,,
JavaScript,非同期処理・API通信,JavaScriptの非同期処理・API通信に関して、経験のあるものを選択してください。,-,コールバック関数を使った非同期処理,Promise（try/catch）を使った非同期処理,async/await構文を使った非同期処理,XMLHttpRequestを使ったAPI通信,Fetch APIを使ったAPI通信,Axiosなどのライブラリを使ったAPI通信,複数のAPIを連続的・並列的に呼び出す処理,非同期処理中のエラーハンドリング,APIレスポンスのJSONデータ処理,APIレスポンスのキャッシュやデータ保存（localStorage/IndexedDBなど）
JavaScript,オブジェクト指向・モジュール化,JavaScriptのオブジェクト指向・モジュールかに関して、経験のあるものを選択してください。,-,オブジェクトリテラルを使ったデータ構造・機能定義,コンストラクタ関数とプロトタイプを使ったオブジェクト設計,ES6クラス（class、constructor、メソッド）を使ったオブジェクト設計,クラス継承（extends、super）を使った実装,モジュールパターン（IIFEなど）を使ったスコープ管理,ESモジュール（import・export）を使ったモジュール化,CommonJS（require/module.exports）を使ったモジュール化,名前空間を使ったグローバル汚染防止,"thisの挙動制御（bind、call,、applyなど）",クラスベースのUIコンポーネント
JavaScript,パフォーマンス最適化,JavaScriptのパフォーマンス最適化に関して、実践したことがあるものを選択してください。,-,DOM最適化（レンダリングパフォーマンス改善）,冗長なループやネストの改善,関数最適化（無駄なメモリ消費・再実行を抑制）,デバウンス・スロットル対応,メモリリーク解消,Lazy loading（コード分割・動的インポート）,Web Workerによるスレッド化,画像やメディアの最適化,,
フレームワーク・ライブラリ,UIライブラリ・フレームワーク,経験のあるUIライブラリ・フレームワークを選択してください。,ENGINEER_SKILL_LEVEL,React,Vue,Angular,Solid,Svelte,Qwik,,,,
フレームワーク・ライブラリ,コンポーネントライブラリ,経験のあるコンポーネントライブラリを選択してください。,ENGINEER_SKILL_LEVEL,MUI,Chakra UI,Ant Design,Vuetify,Quasar,Naive UI,Angular Material,,,
フレームワーク・ライブラリ,,UIライブラリでカスタマイズした経験のあるものを選択してください。,-,グローバルなテーマカラー・フォントなどの変更,コンポーネント単位のスタイルオーバーライド,カスタムバリアント・サイズなどの追加,コンポーネント内部ロジックの置き換え（Props追加、イベント拡張）,TypeScriptでの型補完やコンポーネント制限,,,,,
フレームワーク・ライブラリ,SSRフレームワーク,経験のあるSSRフレームワークを選択してください。,ENGINEER_SKILL_LEVEL,Next.js,Remix,Gatsby,Nuxt.js,Astro,SvelteKit,,,,
フレームワーク・ライブラリ,ルーティング,動的ルーティングやルートガードに関して、経験したことがあるものを選択してください。,-,パラメータ付きの動的ルーティング（例：/users/:idのようなユーザー詳細ページ）,ネストされたルーティング（親コンポーネント内にサブビューを表示する入れ子構造）,ロールベースアクセス制御（管理者・一般ユーザーなどによって表示や遷移を分岐）,認証チェックによるリダイレクト（未ログイン時に/loginに強制誘導）,パスによるルートリダイレクトの実装（/アクセス時に/dashboardなどへ自動遷移）,SSR/SSG時の動的パス生成（フレームワークの静的生成機能を使ってID/スラッグに応じたルートを生成）,クエリパラメータを用いた動的制御（例：?page=2や?tab=settingsなどの分岐処理）,,,
フレームワーク・ライブラリ,バリデーション,バリデーションの実装において、経験したことがあるものを選択してください。,-,入力項目に対する基本的なルール（必須、文字数、形式など）の実装,バリデーションライブラリ（Zod、Yupなど）を利用してスキーマベースで定義,サーバー側のバリデーション結果をクライアント側でマッピング表示,リアルタイムにエラー表示を切り替える処理の実装,多言語対応されたエラーメッセージのだし分け,,,,,
フレームワーク・ライブラリ,ステート管理,ステート管理について、経験したことがあるものを選択してください。,-,ローカルステート（コンポーネント内の状態）を管理したUI制御,親子コンポーネント間での状態受け渡し（propsやinput/outputなど）,状態ロジックを再利用可能な形（カスタムフック・Composable・Serviceなど）に分離,グローバルステート管理ツールを利用して、複数コンポーネント間の状態同期（Redux、Zustand、Pinia、NgRxなど）,非同期処理データ取得と状態管理の組み合わせ,状態管理のパフォーマンス最適化（メモ化、再レンダリング防止など）,状態の初期化・永続化（localStorage、IndexedDB、Cookieなど）,URLクエリやルーティングと連携した状態管理（フィルタ・ソート状態など）,,
フレームワーク・ライブラリ,SSR/CSR/SSGの理解,SSR（Server-Side Rendering）に関して、経験したことがあるものを選択してください。,-,SSRで初回表示のHTMLを出力する処理を実装した,SSRとCSRを意図的に使い分けたページ設計を行ったことがある,SEO改善のためにSSRを導入・最適化したことがある,クライアント側との状態共有や初期データのシリアライズ/デシリアライズ処理を実装した,SSRで発生するHydrationエラーの原因特定・解消した,SSRにおけるデザインライブラリ（MUIなど）の制約に対処した経験がある,SSRにおけるクッキー・セッション・認証情報の取り扱いを実装した,SSRにおけるデータフェッチの仕組み（リクエスト時のAPIコールや初期データ取得）を設計・実装した,,
フレームワーク・ライブラリ,i18n対応,多言語対応（i18n）に関して、経験したことのあるものを選択してください。,-,画面に表示するテキストをハードコーディングではなく辞書ファイルで管理,ライブラリ（例：Vue i18n、react-intl、next-intlなど）を導入し、コンポーネント内で翻訳関数を利用,ブラウザのAccept-LanguageやCookieを利用した言語の自動判定,日付や数値、通貨などのロケールに応じたフォーマット,言語セレクターやURLルーティングを通じて、UI上での言語切り替えを実装,プレースホルダー付きの翻訳実装（例：{count}件の結果があります）,,,,
UI/UXスキル,情報設計,画面やUIコンポーネントの構造・情報設計に関して、経験したことがあるものを選択してください。,-,一覧と詳細画面、フォームなどの構成で、責務の観点やユーザーの認知負荷に配慮した情報整理,ナビゲーション構造やヘッダー、パンくずリストなどの配置・階層設計,スマホとPCでの情報表示順や量の調整,ユーザーの目的や行動に基づいた表示要素の優先順位や配置順の設計,,,,,,
UI/UXスキル,一貫性とデザイン原則の理解,デザインガイドや一貫性のあるUI設計に関して、経験したことがあるものを選択してください。,-,ボタン、入力、モーダルなどの再利用可能なコンポーネント実装,コンポーネントライブラリをStorybookなどを利用したコードベースの管理・運用,デザインツール（Figma/AdobeXDなど）の設計ルールを踏襲したUIコンポーネント実装,コンポーネントの状態（通常・ホバー・活性・エラーなど）に対する統一されたスタイル・ルール管理,,,,,,
UI/UXスキル,状態管理とフィードバック,ユーザー操作に対するUIのフィードバック設計に関して、経験したことがあるものを選択してください。,-,ローディング中、成功時、エラー時に状態に応じた表示の切り替え,フォームでバリデーションエラーメッセージを表示,トースト通知やモーダルで操作結果をフィードバック,非活性状態（disabled）やスケルトンUIなど読み込み中を表現する実装,,,,,,
UI/UXスキル,レスポンシブ対応,レスポンシブデザイン対応について、経験したことがあるものを選択してください。,-,メディアクエリによるレスポンシブデザイン,Flexbox用いたレイアウト設計,CSS Gridレイアウト構築,レスポンシブフォーム設計（横並び→縦並び切り替え）,画像対応（srcset、<picture>、WebP対応）,,,,,
UI/UXスキル,レスポンシブ対応,レスポンシブデザインのモバイル対応について、経験したことがあるものを選択してください。,-,ハンバーガーメニューの実装,レスポンシブなタイポグラフィ（clamp()関数、vw単位）,レスポンシブユニット（%、vw、vh、rem）の使い分け,Touch対応（hover、pointerメディアクエリ）,,,,,,
UI/UXスキル,視覚的インタラクション,視覚的インタラクションに関わるUIで実装経験のあるものを選択してください。,-,CSSアニメーション（transition/keyframes）,JSアニメーションライブラリ,Intersection Observerを利用したスクロールアニメーション,SVGアニメーション,チャートライブラリ（Chart.js、D3.js、Rechartsなど）,Canvas/WebGLを使ったレンダリング,,,,
UI/UXスキル,アクセシビリティ対応,アクセシビリティ対応について、マークアップで実践したことがあるものを選択してください。,-,セマンティックHTML（article、section、nav、main、header、footerの使い分け）,aria属性（aria-label、aria-hidden、roleなど）の付与,フォーム要素のラベル・説明テキストの関連付け（label、aria-describedbyなど）,色覚対応・コントラスト比の確保（WCAG基準）,alt属性の付与,フォーカスインジケーター（:focus-visibleの維持など）,,,,
UI/UXスキル,アクセシビリティ対応,アクセシビリティ対応について、JavaScriptを用いたUIで経験したことがあるものを選択してください。,-,モーダル・ダイアログでのフォーカストラップやaria-modal対応,動的なエラーメッセージやバリデーション結果のaria-live対応,カスタムコンポーネント（例：アコーディオン、タブ）のARIA属性対応,キーボード操作（Enter/Spaceキー、矢印キーでのナビゲーションなどの対応）,動的に更新される通知/ステータスメッセージのaria-live対応,フォーム入力の支援（aria-describedby/invalidなどの付与）,ページ遷移時のフォーカス管理（SPAでの遷移含む）,,,
UI/UXスキル,アクセシビリティ対応,アクセシビリティの品質を評価するために、経験したことがあるものを選択してください。,-,axe DevToolsやWAVEなどの自動検証ツールを使った評価,Lighthouse（Chrome DevToolsなど）のアクセシビリティスコア評価,スクリーンリーダー（NVDA、VoiceOver、TalkBackなど）を用いた実機テスト,視覚シミュレーター（Chrome拡張機能など）を使った色覚テスト,コントラスト比チェッカー（WebAIMなど）を使った視認性評価,アクセシビリティ診断レポートの作成（問題点・改善提案）,実ユーザー（障害当事者）とのユーザビリティテスト,,,
UI/UXスキル,ユーザー行動データに基づくUI/UX改善,ユーザー行動データをもとにUI/UX改善に取り組んだ経験のあるものを選択してください。,-,DatadogやSentryのSession Replay機能を利用したユーザー操作履歴によるUI/UX改善,Google Analytics、Amplitude、Mixpanelなどのアクセス解析ツールを利用したユーザーの離脱・導線の分析,Datadog. RUMなどでフロントエンドパフォーマンスやUX指標を用いた改善,ヒートマップ/クリックマップツールを利用して、UI要素の表示率やクリック率を確認し、配置や導線の改善を実施,A/BテストやFeature Flagを用いたUI変更の効果検証,,,,,
バックエンド連携,API呼び出し,バックエンドのAPI呼び出しに関して、経験したことがあるものを選択してください。,-,fetchやaxiosを使ったREST APIでのデータ取得,クエリパラメータ、パスパラメータを使った動的なリクエスト,GraphQL APIを使ったデータ取得,APIとの通信処理をカスタムフックやサービス層として共通化,,,,,,
バックエンド連携,API呼び出し,gRPCを使ったAPI呼び出しに関して、経験したことがあるものを選択してください。,-,gRPC/gRPC-Webを用いて、バックエンドAPIからのデータ取得,.protoファイルからのクライアントコード生成,Connect（Buf）やtRPCなどを用いた型安全なAPI呼び出し環境の構築,gRPC環境でのステータスコードの処理分岐や通信エラーのハンドリング処理,gRPC環境でのトークンを利用した認証・認可処理,,,,,
バックエンド連携,型安全性,APIの入出力データに関して、経験したことがあるものを選択してください。,-,TypeScriptの型を定義したリクエスト・レスポンス構造の明確化,zodやyupなどのバリデーションライブラリを使ったスキーマ定義,OpeinAPIやGraphQLの定義から型定義を自動生成（例：openapi-typescript、graphql-codegen）,バックエンドと共通の型スキーマを使った型の整合性の担保（例：tRPC）,,,,,,
バックエンド連携,エラーハンドリング,API呼び出しの時のエラーに対して、経験したことがあるものを選択してください。,-,エラー発生時にユーザーへトーストやモーダルで通知,バリデーションエラー、認証エラー、ネットワークエラーなどを分類して処理を分離,APIエラーをグローバルでキャッチし、共通のエラーハンドラーで処理,エラー発生後のフォールバック処理（代替画面や再読み込み誘導）,,,,,,
バックエンド連携,認証トークン,認証付きAPIの呼び出しにおいて、トークンの扱いで経験したことがあるものを選択してください。,-,ログイン後に取得したアクセストークンをAuthorizationヘッダーに付与してAPI呼び出し,Cookieに格納されたセッショントークンを自動でAPIリクエストに添付,トークンの有効期限切れを検知し、自動リフレッシュ,SSO認証の実装,OAuth2による認証フロー（認可コード、リフレッシュトークンなど）実装,Auth0を利用した認証,Firebase Authenticationを利用した認証,,,
バックエンド連携,再試行,API呼び出しが失敗した場合のリトライに関して、経験したことがあるものを選択してください。,-,ネットワーク系の一時的な失敗時に、再試行処理の自動実行,TanStack Queryなどのライブラリのretry、retryDelayオプションを利用,再試行回数、間隔、条件の最適化,再試行後の失敗に備え、再読み込みやサポート案内の表示,,,,,,
バックエンド連携,キャッシュ制御,APIデータのキャッシュ制御の関して、経験したことがあるものを選択してください。,-,TanStack Query、SWRなどを利用したキャッシュと自動再取得の制御,キャッシュの有効期限を指定したパフォーマンスの最適化,手動でキャッシュを無効化・リセットして再フェッチする処理（例：invalidateQuery）,複数画面で同じデータを共有することによる不要なAPIリクエストの削減,,,,,,
セキュリティ,XSS対策,XSS（クロスサイトスクリプティング）やCSRF（クロスサイトリクエストフォージュリー）に関して、経験したことがあるものを選択してください。,-,ユーザー入力を出力する際に、HTMLエスケープやサニタイズ処理を実装,危険なHTMLタグや属性を除去するためにDOMPurifyなどのサニタイズライブラリを利用,クエリパラメータやURLフラグメントを通じて渡された値に対して、安全性を考慮した処理の実装,innerHTMLやdangerouslySetInnerHTMLを使用する際に、信頼された入力のみを対象として利用,フォーム送信やPOSTリクエストで、CSRFトークンを埋め込み、サーバーと照合する処理,,,,,
セキュリティ,セキュリティヘッダー,セキュリティ関連のHTTPレスポンスヘッダーについて、経験したことがあるものを選択してください。,-,Content-Security-Policyを設定し、外部スクリプトやインラインスクリプトを制御,X-Frame-Optonsやframe-ancestorsを使ってクリックジャッキングを防止,Strict-Transport-Securityを有効にしてHTTPSの強制,,,,,,,
セキュリティ,環境変数・機密情報の露出,環境変数や機密情報の取り扱いに関して、経験したことがあるものを選択してください。,-,クライアント側で利用する環境変数をプレフィックス付き（例：PUBLIC_やVITE_など）で管理,機密情報（APIキーや認証情報）を環境変数やコード内に埋め込まず、サーバー経由で取得,ビルド・デプロイ時に環境変数がバンドルに含まれていないかを確認し、不要な情報含まれていないように管理,環境ごとの設定（開発・ステージング・本番）に応じた環境変数の切り替え、スコープ管理,CI/CDやホスティングサービスで、環境変数の公開・非公開を設定,,,,,
セキュリティ,脆弱性のある依存パッケージ,npmや外部ライブラリなど、依存パッケージのセキュリティ対策として実施したことのあるものを選択してください。,-,npm audit、yarn audit、pnpm auditなどで依存パッケージの脆弱性を定期的に確認,Snyk、Dependabot、Renovateなどの自動スキャン・更新ツールを導入・運用,開発時に脆弱性レポートが出たライブラリについて、代替ライブラリへの切り替えや除外対応,影響範囲の大きい依存関係（例：axios、lodash、momentなど）については、意図的にバージョン固定や手動アップグレーを実施,,,,,,
セキュリティ,セキュリティ設計力,ユーザー入力に関して、セキュリティ上の配慮や教会設計の観点から対応したことのあるものを選択してください。,-,クライアント側でのフォームバリデーションを実装した上で、サーバー側にもバリデーション処理を必ず実装する,入力値の型・長さ・範囲・形式を具体的に制限する設計を実施,フロントエンドで制限されていても、バックエンドで再検証・拒否されることを前提に設計,エラー時に過剰なフィードバックを避け、攻撃者にヒントを与えないようなものにしている,,,,,,
セキュリティ,エラー・ログ管理,エラー処理やログ出力に関して、セキュリティ面で実施したことのあるものを選択してください。,-,APIレスポンスに含まれる詳細なエラー情報をそのままユーザーに表示せず、汎用的なメッセージにして通知,クライアント側のエラーをSentry、LogRocket、Datadogなどに送信し、収集・監視の仕組みを構築,ログや通知の中に、ユーザー情報やトークンなどの機密データが含まれないようマスキング・除外処理を実施,フロントエンドの内部エラーコードやスタックトレースがUIや通知経由で外部に漏れないようにフィルタ処理を行った,,,,,,
アーキテクチャ設計,構成パターン設計,ディレクトリ構成において、設計・運用の経験があるものを選択してください。,-,features/xxのように機能単位でディレクトリを構成し、関連するUIロジック/APIを1箇所で管理（Feature-based構成）,ドメインや業務モデル（例：user、project、paymentなど）を軸に、ディレクトリやモジュールを分けた（Domain-based構成）,UI層、アプリケーション層、データ取得層などをレイヤー構造として分離（Layer-based構成）,クリーンアーキテクチャやドメイン駆動設計の思想に基づき、依存関係の流れや層の責務を意識して、domain/、usecases/、infrastructure/などに分離,特定のパターンにこだわらず、チームやプロダクトの性質に応じて構成戦略を選定,,,,,
アーキテクチャ設計,スコープ設計,スタイルや定数・共通モジュールのスコープに関して、設計・運用の経験があるものを選択してください。,-,グローバルに使うスタイルや定数はshared/、global/などで一元管理し、ローカルに閉じたものは機能単位で行うなどスコープを分離した設計,カラーパレットやフォントサイズなどのデザイントークンを共通化し、CSS変数などで統一,誤用や循環参照を避けるために、env、route、apiなどの定数・共通値をスコープ分離した設計,多言語対応やテーマ切り替えなど、スコープの広い状態をグローバルで管理する設計,,,,,,
アーキテクチャ設計,スケーラビリティ,中〜大規模のフロントエンドプロジェクトにおいて、構造のスケーラビリティを考慮した実装・運用経験のあるものを選択してください。,-,数十以上の機能・ページを持つプロジェクトにおいて、初期から拡張を見越したディレクトリ構成の設計,コンポーネントやhooks、ユーティリティなどを粒度・責務に応じた再分離・統合,複数人のチーム開発において、命名規則やディレクトリ命名、レイヤー構成などの設計方針,モノレポや複数アプリ構成におけるリポジトリ設計・ビルド分離,,,,,,
アーキテクチャ設計,コンポーネント設計,コンポーネント設計において、経験したことがあるものを選択してください。,-,汎用コンポーネント（Button、Modelなど）を再利用前提にした設計・実装,画面や機能の構成に合わせて、適切な粒度・責務でコンポーネントを分割・統合,presentation/containerなどを利用してロジックと見た目を分離,childrenやslotsを使った柔軟なUI構成,,,,,,
アーキテクチャ設計,状態管理の設計,状態管理において、実務で経験したことがある内容を選択してください。,-,グローバル状態管理ライブラリの導入と利用,状態のスコープ設計（ローカルとグローバルの使い分け）,サーバー状態とクライアント状態の分離管理,ネストされたオブジェクトや配列の更新管理,状態の初期化・リセット処理の実装,状態変更の副作用制御（EffectやMiddleware）,状態の永続化（localStorageなど）,,,
パフォーマンス・チューニング,レンダリング最適化,レンダリング最適化について、経験したことがあるものを選択してください。,-,コンポーネントの再レンダリング原因を特定し、メモカや最適化手法（React.memo、useMemo / Vue：v-once / Angular：OnPushなど）を用いて改善した,再レンダリング回数を減らすために、コンポーネントの責務分離や分割構成を見直した,イミュータブルなデータ構造を用いて、差分検知（シャロー比較）を効率化した,大量リスト表示において、仮想スクロール（Virtual Scroll）を導入した,無限ループや高頻度再レンダリングなど、レンダリングに関するパフォーマンスバグを修正した,,,,,
パフォーマンス・チューニング,ロード最適化,ロード最適化について、経験したことがあるものを選択してください。,-,ファイル分割戦略（Code Splitting）を導入し、初期表示サイズを抑制した,Lazy Loadを活用し、画像や非同期コンポーネントの初期読み込みを軽量化した,Webpack Bundle Analyzerなどのツールでバンドル内容を可視化・分析し、不要なライブラリの削除や軽量な代替品への移行を行なった,Tree Shakingを意識し、ライブラリのインポート方法を最適化した,,,,,,
パフォーマンス・チューニング,実行時・インタラクション最適化,実行時・インタラクション最適化について、経験したことがあるものを選択してください。,-,重い処理（画像変換、全文検索、データ集計など）をWeb WorkerにオフロードしてUIの応答性を保った,スクロールや入力イベントなどでdebounceやthrottleを用い、過剰なイベントの発火や処理を制御した,requestAnimationFrameの活用やCSSのtransform、opacityを用いてスムーズなアニメーションを実装した,,,,,,,
パフォーマンス・チューニング,分析・高度な最適化,分析・計測ついて、経験したことがあるものを選択してください。,-,Crome Dev ToolsやLighthouseなどを用いてパフォーマンスの測定や改善ポイントの分析した,Core Web Vitals（LCP、INP、CLS）を指標として、具体的な改善（画像の優先度づけ、フォント読み込み最適化など）を行なった,Server Workerを用いてリソースキャッシュし、2回目以降のアクセスを高速化した,,,,,,,
テスト,単体テスト,単体テストにおいて、経験のあるテストフレームワーク・ツールを選択してください。,-,Jest,Vitest,Mocha,Jasmine,React Testing Library,Vue Test Utils,Angular Testing Utilities,Svelt Testing Library,,
テスト,単体テスト,単体テストにおいて、次の中から経験のあるものを選択してください。,-,コンポーネント単位のProps/outputに対するテスト,関数やHooksなどロジックの単体テスト,モックやスタブを使ったAPIや依存のコンポーネントの切り離し,フェイク・擬似データを使った状態再現やUI差分の確認,エラーハンドリングや条件分岐のテスト,テストカバレッジを確認するツールの利用,,,,
テスト,結合テスト,結合テスト・E2Eテストで使用したツールやフレームワークを選択してください,-,Cypress,Playwright,Puppeteer,Selenium,,,,,,
テスト,結合テスト,結合テスト・E2Eテストにおいて、次の中から経験のあるものを選択してください。,-,ユーザー操作シナリオをブラウザベースで自動化した,フォームバリデーションやエラー表示など、状態遷移を伴う処理の結合テスト,認証状態やルーティング制御（ガードやリダイレクト）のテスト,レスポンシブデザインやモバイルサイズのUI検証,モックサーバーを用いたフロントエンドとAPIの結合テスト,コンポーネント間のデータ連携や親子間通信の挙動を検証するテスト設計,UIテスト失敗時のスクリーンショットやログを用いたデバッグ,,,
ビルド・デプロイ,ビルドツール,経験のあるビルドツールを選択してください。,-,Vite,Webpack,Rollup,esbuild,,,,,,
ビルド・デプロイ,バンドル最適化,バンドルの最適化設計において、経験のあるものを選択してください。,-,Tree Shaking,Code Splitting,キャッシュバスティング,Lazy Load設計,,,,,,
ビルド・デプロイ,環境構築,ビルド環境構築において、経験のあるものを選択してください。,-,CI上でビルドプロセスの組み込み（）,環境ごとにビルド結果の出し分け,モノレポ構成でのアプリ単位ビルド設定（Turborepo、Nxなどの組み合わせ）,ビルド成果物の検証（E2Eテスト、Lint、型チェック）,Tailwind CSSS、PostCSS、SCSSなどのプリプロセッサやユーティリティCSSのビルド,,,,,
ビルド・デプロイ,環境構築,経験のあるビルド環境を選択してください。,-,GitHub Actions,GitLab CI,Circle CI,,,,,,,
その他,アーキテクチャ,アーキテクチャ設計で、経験したことがあるものを選択してください。,-,Feature-basedやDomain-basedの構成,クリーンアーキテクチャをフロントエンドに応用した設計,外部依存を疎結合に保つテストしやすい構成の設計,Repository層やService層を定義し、インフラ依存を隔離する設計,,,,,,
その他,フォルダ構成,構成設計やファイル構成に関して、経験したことがあるものを選択してください。,-,コンポーネント、画面、ロジック、ユーティリティなど、用途ごとに設計したディレクトリ構成の構築,機能単位やドメイン単位（例：features/xxx、modules/xxxなど）でディレクトリ分割した責務の明確化,Atomic Designに基づいたコンポーネント構成の構築,グローバルスタイル、定数、環境変数などの共通管理,,,,,,
その他,ディレクトリ構成とモジュール設計,ディレクトリ構成において、設計・運用の経験があるものを選択してください。,-,components、pages、hooks、utilsなどの基本構成を設計,機能ごとにfeatures/xx単位でディレクトリを分割（ドメイン分離・Featured-based構成）,Atomic Design（atoms/molecules/organisms）に基づいてUIコンポーネントを分離,モノレポ（例：Turborepo、Nx）で複数パッケージにUIやロジックを分割,共通処理（定数・スタイル・hooksなど）をshared/、common/などの階層で管理,,,,,
その他,ディレクトリ構成とモジュール設計,フロントエンドモジュールの構造設計において、設計・運用の経験があるものを選択してください。,-,UI、ロジック、API通信などの関心ごとをコンポーネント・Hooks・serviceに分離,プレゼンテーショナルコンポーネントとコンテナコンポーネントを分けた構成,画面単位で状態管理・ロジックを内応できる構造にした他画面に影響しにくいモジュール設計,特定機能でしか使わない部品はその機能内で閉じ込め、再利用されるものだけを共有ディレクトリに切り出す,命名規則や構造ルール（階層・命名・責務）を明文化し、ディレクトリ構成の統一,,,,,
その他,ディレクトリ構成とモジュール設計,ディレクトリ構成の拡張性・保守性を維持するための対策として、経験があるものを選択してください。,-,グローバルスタイル・定数・環境変数などを適切な階層にまとめた,モジュールの依存関係が循環しないようにindex.tsのエクスポートやimport経路を整理,モジュール間の依存ルールをeslint-import、tsconfig paths、nx graphなどで制御可視化,,,,,,,
その他,ディレクトリ構成とモジュール設計,コンポーネントライブラリをコード化して運用した経験はありますか？（Storybookなど）,UIコンポーネント設計ポリシーの策定経験はありますか？,,,,,,,,,,
その他,ディレクトリ構成とモジュール設計,デザインツール（Figmaなど）とコードを同期させる仕組みを作った経験はありますか？,デザインツール（Figma/AdobeXDなど）を用いた開発連携の経験はありますか？,,,,,,,,,,